POS,ID,Count
X,0.2877569279963668,188
PROPN,0.13929035530050626,1043
NOUN,0.22503925608321002,1647
AUX,0.2994138466631977,290
DET,0.22499411652580484,788
ADJ,0.5661520075163837,586
CCONJ,0.21835094292864066,226
PRON,0.35394828334015566,512
VERB,0.22980268908518256,802
ADP,0.19343813413874558,1076
NUM,0.24898928863993233,381
PART,0.511071733365272,180
INTJ,0.43314778467732135,87
SCONJ,0.3484215394887793,116
ADV,0.5421973937168524,234
